Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Quantity (bin),Region,Row ID,Ship Date,Ship Mode,State,Sub-Category,Profit,Quantity,Sales,Sales Agent ID
Office Supplies,Houston,United States,GH-14410,Gary Hansen,05-09-2018,CA-144540-2018_09_05,77070,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,8,Central,4616,10-09-2018,Standard Class,Texas,Fasteners,8.532,9,28.44,42
Office Supplies,Indianapolis,United States,PO-18865,Patrick O'Donnell,05-08-2019,CA-128328-2019_08_05,46203,OFF-LA-10003498,Avery 475,8,Central,6643,09-08-2019,Standard Class,Indiana,Labels,39.96,9,133.2,13
Office Supplies,Chicago,United States,NF-18595,Nicole Fjeld,07-09-2019,CA-100335-2019_09_07,60610,OFF-PA-10001685,Easy-staple paper,8,Central,3358,13-09-2019,Standard Class,Illinois,Paper,21.9024,9,73.008,12
Office Supplies,Park Ridge,United States,LH-16900,Lena Hernandez,09-12-2019,US-103814-2019_12_09,60068,OFF-PA-10001019,Xerox 1884,8,Central,5351,16-12-2019,Standard Class,Illinois,Paper,43.1568,9,143.856,12
Office Supplies,Austin,United States,NG-18430,Nathan Gelder,12-11-2019,CA-130386-2019_11_12,78745,OFF-PA-10003823,Xerox 197,8,Central,1501,18-11-2019,Standard Class,Texas,Paper,66.9168,9,223.056,42
Office Supplies,Dallas,United States,AS-10285,Alejandro Savely,21-05-2018,CA-114209-2018_05_21,75081,OFF-PA-10003591,Southworth 100% Cotton The Best Paper,8,Central,7069,26-05-2018,Standard Class,Texas,Paper,24.7968,9,82.656,42
Office Supplies,Chicago,United States,BS-11665,Brian Stugart,27-05-2018,CA-101791-2018_05_27,60623,OFF-ST-10001496,Standard Rollaway File with Lock,8,Central,7607,31-05-2018,Standard Class,Illinois,Storage,389.2104,9,1297.368,12
Office Supplies,Houston,United States,CA-12055,Cathy Armstrong,05-09-2017,CA-162621-2017_09_05,77036,OFF-SU-10003567,Stiletto Hand Letter Openers,8,Central,4489,11-09-2017,Standard Class,Texas,Supplies,20.736,9,69.12,42
Office Supplies,Lakeville,United States,HG-15025,Hunter Glantz,20-11-2019,CA-146724-2019_11_20,55044,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",10,Central,2782,27-11-2019,Standard Class,Minnesota,Art,6.6,10,22,22
Office Supplies,Lakeville,United States,BN-11515,Bradley Nguyen,17-03-2016,CA-118339-2016_03_17,55044,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10,Central,1349,24-03-2016,Standard Class,Minnesota,Binders,16.02,10,53.4,22
Office Supplies,Dallas,United States,LS-16975,Lindsay Shagiari,15-10-2017,US-118766-2017_10_15,75217,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,10,Central,7907,22-10-2017,Standard Class,Texas,Binders,1.188,10,3.96,42
Office Supplies,Fort Worth,United States,DB-13555,Dorothy Badders,06-05-2019,US-133200-2019_05_06,76106,OFF-BI-10002827,Avery Durable Poly Binders,10,Central,4669,11-05-2019,Standard Class,Texas,Binders,3.318,10,11.06,42
Office Supplies,Houston,United States,AB-10105,Adrian Barton,07-11-2017,CA-163181-2017_11_07,77041,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,10,Central,9105,12-11-2017,Standard Class,Texas,Binders,9.618,10,32.06,42
Office Supplies,Houston,United States,VT-21700,Valerie Takahito,06-06-2016,CA-151897-2016_06_06,77070,OFF-LA-10001074,Round Specialty Laser Printer Labels,10,Central,6473,10-06-2016,Standard Class,Texas,Labels,30.072,10,100.24,42
Office Supplies,Arlington,United States,AH-10075,Adam Hart,17-12-2018,CA-147109-2018_12_17,76017,OFF-PA-10001972,Xerox 214,10,Central,8414,21-12-2018,Standard Class,Texas,Paper,15.552,10,51.84,42
Office Supplies,San Antonio,United States,KE-16420,Katrina Edelman,01-06-2017,US-163685-2017_06_01,78207,OFF-PA-10002606,Xerox 1928,10,Central,3970,05-06-2017,Standard Class,Texas,Paper,12.672,10,42.24,42
Office Supplies,Dallas,United States,JG-15805,John Grady,07-10-2016,CA-132801-2016_10_07,75217,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",10,Central,3827,12-10-2016,Standard Class,Texas,Storage,32.232,10,107.44,42
Office Supplies,Richmond,United States,SF-20200,Sarah Foster,23-12-2016,CA-142314-2016_12_23,47374,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,10,Central,3213,28-12-2016,Standard Class,Indiana,Appliances,62.172,11,207.24,13
Office Supplies,Houston,United States,EH-13945,Eric Hoffmann,19-11-2018,US-110156-2018_11_19,77041,OFF-FA-10003495,Staples,12,Central,1109,24-11-2018,Standard Class,Texas,Fasteners,17.5104,12,58.368,42
Office Supplies,Detroit,United States,AB-10105,Adrian Barton,17-12-2018,CA-117121-2018_12_17,48205,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,12,Central,9040,21-12-2018,Standard Class,Michigan,Binders,2967.822,13,9892.74,21
Office Supplies,Chicago,United States,BD-11500,Bradley Drucker,14-10-2016,US-151015-2016_10_14,60653,OFF-PA-10002581,Xerox 1951,12,Central,9064,20-10-2016,Standard Class,Illinois,Paper,96.6576,13,322.192,12
Office Supplies,Chicago,United States,DL-13315,Delfina Latchford,17-02-2016,CA-154165-2016_02_17,60653,OFF-AR-10003631,Staples in misc. colors,14,Central,9516,24-02-2016,Standard Class,Illinois,Art,16.2624,14,54.208,12
Office Supplies,Huntsville,United States,JM-15250,Janet Martin,01-01-2019,CA-151750-2019_01_01,77340,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14,Central,8075,05-01-2019,Standard Class,Texas,Binders,4.1244,14,13.748,42
Office Supplies,Newark,United States,SS-20515,Shirley Schmidt,14-07-2016,CA-124464-2016_07_14,19711,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,0,East,7624,20-07-2016,Standard Class,Delaware,Appliances,11.844,1,39.48,7
Office Supplies,Vineland,United States,BB-11545,Brenda Bowman,26-12-2018,CA-155166-2018_12_26,08360,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,0,East,5034,02-01-2019,Standard Class,New Jersey,Appliances,7.947,1,26.49,29
Office Supplies,New York City,United States,AC-10615,Ann Chong,02-09-2019,CA-157987-2019_09_02,10009,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,0,East,1950,06-09-2019,Standard Class,New York,Appliances,3.894,1,12.98,31
Office Supplies,New York City,United States,BS-11590,Brendan Sweed,06-09-2017,US-109015-2017_09_06,10011,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,0,East,6354,12-09-2017,Standard Class,New York,Appliances,2.517,1,8.39,31
Office Supplies,New York City,United States,GT-14710,Greg Tran,23-05-2016,US-135881-2016_05_23,10035,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",0,East,7013,27-05-2016,Standard Class,New York,Appliances,62.448,1,208.16,31
Office Supplies,Cleveland,United States,TS-21505,Tony Sayre,25-09-2018,CA-113978-2018_09_25,44105,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,0,East,7725,29-09-2018,Standard Class,Ohio,Appliances,85.8768,1,286.256,34
Office Supplies,Meriden,United States,EH-13990,Erica Hackney,25-09-2017,CA-156510-2017_09_25,06450,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,0,East,6452,29-09-2017,Standard Class,Connecticut,Art,2.01,1,6.7,6
Office Supplies,Baltimore,United States,LS-16975,Lindsay Shagiari,28-11-2019,CA-117702-2019_11_28,21215,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,0,East,4246,04-12-2019,Standard Class,Maryland,Art,0.492,1,1.64,19
Office Supplies,Plainfield,United States,EH-13945,Eric Hoffmann,02-07-2016,CA-107594-2016_07_02,07060,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,0,East,2734,06-07-2016,Standard Class,New Jersey,Art,1.674,1,5.58,29
Office Supplies,New York City,United States,DB-13270,Deborah Brumfield,24-04-2017,CA-118227-2017_04_24,10009,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",0,East,4766,28-04-2017,Standard Class,New York,Art,7.797,1,25.99,31
Office Supplies,New York City,United States,DP-13000,Darren Powers,14-11-2018,CA-166618-2018_11_14,10035,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,0,East,9179,18-11-2018,Standard Class,New York,Art,7.095,1,23.65,31
Office Supplies,Rome,United States,MM-17920,Michael Moore,22-04-2018,CA-101329-2018_04_22,13440,OFF-AR-10003190,Newell 32,0,East,9504,29-04-2018,Standard Class,New York,Art,0.864,1,2.88,31
Office Supplies,Marion,United States,SS-20875,Sung Shariari,14-12-2016,US-123519-2016_12_14,43302,OFF-AR-10003829,Newell 35,0,East,5703,21-12-2016,Standard Class,Ohio,Art,0.7872,1,2.624,34
Office Supplies,Philadelphia,United States,SP-20620,Stefania Perrino,09-09-2019,US-118087-2019_09_09,19134,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",0,East,1216,13-09-2019,Standard Class,Pennsylvania,Art,1.4016,1,4.672,37
Office Supplies,Philadelphia,United States,TH-21235,Tiffany House,26-05-2018,CA-132409-2018_05_26,19134,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",0,East,3214,01-06-2018,Standard Class,Pennsylvania,Art,0.4512,1,1.504,37
Office Supplies,Philadelphia,United States,BP-11185,Ben Peterman,04-01-2018,CA-158211-2018_01_04,19143,OFF-AR-10004078,Newell 312,0,East,5868,08-01-2018,Standard Class,Pennsylvania,Art,1.4016,1,4.672,37
Office Supplies,Philadelphia,United States,KM-16225,Kalyca Meade,09-12-2019,CA-148012-2019_12_09,19143,OFF-AR-10004757,Crayola Colored Pencils,0,East,3596,15-12-2019,Standard Class,Pennsylvania,Art,0.7872,1,2.624,37
Office Supplies,Bristol,United States,CA-12310,Christine Abelman,19-07-2016,US-150434-2016_07_19,06010,OFF-BI-10002160,Acco Hanging Data Binders,0,East,3357,24-07-2016,Standard Class,Connecticut,Binders,1.143,1,3.81,6
Office Supplies,Lawrence,United States,JB-15400,Jennifer Braxton,19-08-2019,CA-132339-2019_08_19,01841,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,0,East,4415,23-08-2019,Standard Class,Massachusetts,Binders,116.397,1,387.99,20
Office Supplies,New York City,United States,FP-14320,Frank Preis,01-04-2018,CA-111213-2018_04_01,10009,OFF-BI-10004140,Avery Non-Stick Binders,0,East,5144,05-04-2018,Standard Class,New York,Binders,1.0776,1,3.592,31
Office Supplies,New York City,United States,SW-20275,Scott Williamson,10-11-2018,CA-127761-2018_11_10,10009,OFF-BI-10002557,Presstex Flexible Ring Binders,0,East,9249,14-11-2018,Standard Class,New York,Binders,1.092,1,3.64,31
Office Supplies,New York City,United States,CS-11860,Cari Schnelling,30-06-2016,US-121566-2016_06_30,10011,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,0,East,5153,06-07-2016,Standard Class,New York,Binders,0.8064,1,2.688,31
Office Supplies,New York City,United States,SH-19975,Sally Hughsby,10-11-2018,CA-125164-2018_11_10,10011,OFF-BI-10001191,Canvas Sectional Post Binders,0,East,4863,14-11-2018,Standard Class,New York,Binders,6.1104,1,20.368,31
Office Supplies,New York City,United States,AH-10195,Alan Haines,24-08-2019,CA-123043-2019_08_24,10024,OFF-BI-10000138,Acco Translucent Poly Ring Binders,0,East,5404,29-08-2019,Standard Class,New York,Binders,1.1232,1,3.744,31
Office Supplies,New York City,United States,JC-15340,Jasper Cacioppo,28-01-2016,CA-100328-2016_01_28,10024,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0,East,3084,03-02-2016,Standard Class,New York,Binders,1.1784,1,3.928,31
Office Supplies,New York City,United States,TS-21340,Toby Swindell,18-05-2019,CA-117863-2019_05_18,10024,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",0,East,3942,23-05-2019,Standard Class,New York,Binders,0.9144,1,3.048,31
Office Supplies,New York City,United States,AA-10375,Allen Armold,11-12-2019,CA-100230-2019_12_11,10035,OFF-BI-10002498,Clear Mylar Reinforcing Strips,0,East,6748,15-12-2019,Standard Class,New York,Binders,4.4856,1,14.952,31
Office Supplies,New York City,United States,AS-10090,Adam Shillingsburg,22-09-2016,CA-156160-2016_09_22,10035,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,0,East,9657,29-09-2016,Standard Class,New York,Binders,1.1952,1,3.984,31
Office Supplies,Rochester,United States,DK-13225,Dean Katz,20-12-2019,CA-105480-2019_12_20,14609,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,0,East,2270,26-12-2019,Standard Class,New York,Binders,2.0952,1,6.984,31
Office Supplies,Fairfield,United States,SV-20935,Susan Vittorini,25-12-2019,US-147669-2019_12_25,45014,OFF-BI-10000632,Satellite Sectional Post Binders,0,East,2425,30-12-2019,Standard Class,Ohio,Binders,3.9069,1,13.023,34
Office Supplies,Springfield,United States,SH-20395,Shahid Hopkins,04-05-2019,CA-168900-2019_05_04,45503,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,0,East,2958,09-05-2019,Standard Class,Ohio,Binders,0.6939,1,2.313,34
Office Supplies,Philadelphia,United States,CC-12370,Christopher Conant,23-05-2018,CA-143714-2018_05_23,19120,OFF-BI-10004308,Avery Legal 4-Ring Binder,0,East,6427,27-05-2018,Standard Class,Pennsylvania,Binders,1.8882,1,6.294,37
Office Supplies,Philadelphia,United States,HG-14845,Harry Greene,13-09-2017,US-161347-2017_09_13,19120,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0,East,6353,19-09-2017,Standard Class,Pennsylvania,Binders,0.7236,1,2.412,37
Office Supplies,Philadelphia,United States,JB-16045,Julia Barnett,06-03-2018,US-155173-2018_03_06,19120,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,0,East,8444,10-03-2018,Standard Class,Pennsylvania,Binders,0.6129,1,2.043,37
Office Supplies,Philadelphia,United States,LR-17035,Lisa Ryan,07-09-2017,CA-102876-2017_09_07,19134,OFF-BI-10004781,GBC Wire Binding Strips,0,East,5009,14-09-2017,Standard Class,Pennsylvania,Binders,2.8566,1,9.522,37
Office Supplies,Philadelphia,United States,SF-20965,Sylvia Foulston,28-09-2019,CA-152205-2019_09_28,19134,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,0,East,8054,05-10-2019,Standard Class,Pennsylvania,Binders,0.7965,1,2.655,37
Office Supplies,Philadelphia,United States,SP-20620,Stefania Perrino,09-09-2019,US-118087-2019_09_09,19134,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",0,East,1215,13-09-2019,Standard Class,Pennsylvania,Binders,1.3509,1,4.503,37
Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,18-11-2016,US-159926-2016_11_18,19140,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,0,East,3300,22-11-2016,Standard Class,Pennsylvania,Binders,15.2991,1,50.997,37
Office Supplies,Philadelphia,United States,MH-17290,Marc Harrigan,11-03-2019,US-141558-2019_03_11,19140,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0,East,7145,16-03-2019,Standard Class,Pennsylvania,Binders,3.6882,1,12.294,37
Office Supplies,Providence,United States,DR-12940,Daniel Raglin,04-10-2018,US-140158-2018_10_04,02908,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,0,East,7666,08-10-2018,Standard Class,Rhode Island,Binders,9.12,1,30.4,38
Office Supplies,Auburn,United States,TM-21010,Tamara Manning,12-09-2017,CA-102016-2017_09_12,13021,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",0,East,5210,18-09-2017,Standard Class,New York,Envelopes,8.154,1,27.18,31
Office Supplies,New York City,United States,PS-19045,Penelope Sewall,04-04-2019,CA-109211-2019_04_04,10011,OFF-EN-10001532,Brown Kraft Recycled Envelopes,0,East,6922,10-04-2019,Standard Class,New York,Envelopes,5.094,1,16.98,31
Office Supplies,New York City,United States,JF-15190,Jamie Frazer,24-09-2017,CA-105508-2017_09_24,10035,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",0,East,9919,29-09-2017,Standard Class,New York,Envelopes,11.994,1,39.98,31
Office Supplies,Troy,United States,EH-14125,Eugene Hildebrand,08-04-2018,CA-104969-2018_04_08,45373,OFF-EN-10002312,#10 Self-Seal White Envelopes,0,East,3673,14-04-2018,Standard Class,Ohio,Envelopes,2.6616,1,8.872,34
Office Supplies,Philadelphia,United States,JW-16075,Julia West,09-05-2018,CA-109176-2018_05_09,19140,OFF-EN-10003134,Staple envelope,0,East,1557,15-05-2018,Standard Class,Pennsylvania,Envelopes,2.8032,1,9.344,37
Office Supplies,Burlington,United States,RM-19375,Raymond Messe,19-01-2019,US-127292-2019_01_19,,OFF-EN-10001509,Poly String Tie Envelopes,0,East,9390,23-01-2019,Standard Class,Vermont,Envelopes,0.612,1,2.04,44
Office Supplies,Auburn,United States,TM-21010,Tamara Manning,12-09-2017,CA-102016-2017_09_12,13021,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",0,East,5207,18-09-2017,Standard Class,New York,Fasteners,0.372,1,1.24,31
Office Supplies,Toledo,United States,TS-21160,Theresa Swint,16-04-2017,CA-161263-2017_04_16,43615,OFF-FA-10003059,Assorted Color Push Pins,0,East,1066,21-04-2017,Standard Class,Ohio,Fasteners,0.4344,1,1.448,34
Office Supplies,Baltimore,United States,MY-18295,Muhammed Yedwab,28-04-2016,CA-118976-2016_04_28,21215,OFF-LA-10000452,Avery 488,0,East,1777,03-05-2016,Standard Class,Maryland,Labels,0.945,1,3.15,19
Office Supplies,Lawrence,United States,FM-14380,Fred McMath,09-12-2018,CA-141082-2018_12_09,01841,OFF-LA-10001404,Avery 517,0,East,1312,13-12-2018,Standard Class,Massachusetts,Labels,1.107,1,3.69,20
Office Supplies,Leominster,United States,SS-20875,Sung Shariari,25-02-2017,CA-154900-2017_02_25,01453,OFF-LA-10001641,Avery 518,0,East,5769,01-03-2017,Standard Class,Massachusetts,Labels,0.945,1,3.15,20
Office Supplies,Orange,United States,KT-16480,Kean Thornton,29-04-2019,CA-126718-2019_04_29,07050,OFF-LA-10004055,Color-Coded Legal Exhibit Labels,0,East,7157,04-05-2019,Standard Class,New Jersey,Labels,1.473,1,4.91,29
Office Supplies,New York City,United States,CS-12460,Chuck Sachs,03-12-2019,CA-148691-2019_12_03,10009,OFF-LA-10001317,Avery 520,0,East,2466,09-12-2019,Standard Class,New York,Labels,0.945,1,3.15,31
Office Supplies,Philadelphia,United States,DD-13570,Dorothy Dickinson,25-07-2019,CA-125640-2019_07_25,19134,OFF-LA-10004178,Avery 491,0,East,5116,29-07-2019,Standard Class,Pennsylvania,Labels,0.9912,1,3.304,37
Office Supplies,Middletown,United States,DB-13660,Duane Benoit,28-02-2019,CA-101959-2019_02_28,06457,OFF-PA-10002137,"Southworth 100% RŽsumŽ Paper, 24lb.",0,East,9767,06-03-2019,Standard Class,Connecticut,Paper,2.334,1,7.78,6
Office Supplies,Newark,United States,KB-16315,Karl Braun,26-08-2016,CA-103331-2016_08_26,19711,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,0,East,5336,01-09-2016,Standard Class,Delaware,Paper,1.014,1,3.38,7
Office Supplies,Wilmington,United States,LB-16795,Laurel Beltran,31-07-2019,CA-147032-2019_07_31,19805,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,0,East,9703,04-08-2019,Standard Class,Delaware,Paper,3.462,1,11.54,7
Office Supplies,Lawrence,United States,JW-15220,Jane Waco,30-04-2017,US-115238-2017_04_30,01841,OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),0,East,8351,04-05-2017,Standard Class,Massachusetts,Paper,1.944,1,6.48,20
Office Supplies,Belleville,United States,XP-21865,Xylona Preis,06-10-2019,CA-118577-2019_10_06,07109,OFF-PA-10004888,Xerox 217,0,East,8330,11-10-2019,Standard Class,New Jersey,Paper,1.944,1,6.48,29
Office Supplies,Perth Amboy,United States,MC-17590,Matt Collister,17-07-2018,CA-131835-2018_07_17,08861,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",0,East,2048,21-07-2018,Standard Class,New Jersey,Paper,16.644,1,55.48,29
Office Supplies,New York City,United States,MM-18280,Muhammed MacIntyre,06-10-2019,CA-109099-2019_10_06,10009,OFF-PA-10001033,Xerox 1893,0,East,5653,11-10-2019,Standard Class,New York,Paper,12.297,1,40.99,31
Office Supplies,New York City,United States,SG-20605,Speros Goranitis,06-12-2017,US-127040-2017_12_06,10009,OFF-PA-10004255,Xerox 219,0,East,2390,10-12-2017,Standard Class,New York,Paper,1.944,1,6.48,31
Office Supplies,New York City,United States,RA-19915,Russell Applegate,30-09-2016,CA-102008-2016_09_30,10011,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,0,East,1791,04-10-2016,Standard Class,New York,Paper,14.682,1,48.94,31
Office Supplies,New York City,United States,JF-15190,Jamie Frazer,02-12-2018,US-155103-2018_12_02,10024,OFF-PA-10000062,Green Bar Computer Printout Paper,0,East,6698,07-12-2018,Standard Class,New York,Paper,16.488,1,54.96,31
Office Supplies,New York City,United States,SL-20155,Sara Luxemburg,10-12-2018,CA-100587-2018_12_10,10024,OFF-PA-10004609,Xerox 221,0,East,9874,14-12-2018,Standard Class,New York,Paper,1.944,1,6.48,31
Office Supplies,New York City,United States,TS-21370,Todd Sumrall,24-11-2019,CA-166436-2019_11_24,10035,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",0,East,1492,28-11-2019,Standard Class,New York,Paper,1.764,1,5.88,31
Office Supplies,Rochester,United States,DK-13225,Dean Katz,20-12-2019,CA-105480-2019_12_20,14609,OFF-PA-10002787,Xerox 227,0,East,2269,26-12-2019,Standard Class,New York,Paper,1.944,1,6.48,31
Office Supplies,Yonkers,United States,KD-16270,Karen Daniels,01-03-2018,US-143819-2018_03_01,10701,OFF-PA-10003127,Easy-staple paper,0,East,1084,05-03-2018,Standard Class,New York,Paper,7.914,1,26.38,31
Office Supplies,Cleveland,United States,DP-13000,Darren Powers,14-05-2019,US-154872-2019_05_14,44105,OFF-PA-10000483,Xerox 19,0,East,6547,18-05-2019,Standard Class,Ohio,Paper,7.4352,1,24.784,34
Office Supplies,Fairfield,United States,CS-11860,Cari Schnelling,12-07-2019,CA-106047-2019_07_12,45014,OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",0,East,9010,18-07-2019,Standard Class,Ohio,Paper,1.1448,1,3.816,34
Office Supplies,Lakewood,United States,FC-14245,Frank Carlisle,21-10-2019,CA-117422-2019_10_21,44107,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",0,East,5432,25-10-2019,Standard Class,Ohio,Paper,1.2192,1,4.064,34
Office Supplies,Springfield,United States,PP-18955,Paul Prost,10-11-2018,CA-145177-2018_11_10,45503,OFF-PA-10000682,Xerox 1924,0,East,3640,14-11-2018,Standard Class,Ohio,Paper,1.3872,1,4.624,34
Office Supplies,Philadelphia,United States,CK-12205,Chloris Kastensmidt,28-03-2017,CA-135363-2017_03_28,19120,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,0,East,2200,02-04-2017,Standard Class,Pennsylvania,Paper,1.5696,1,5.232,37
Office Supplies,Philadelphia,United States,NH-18610,Nicole Hansen,02-03-2016,CA-111157-2016_03_02,19120,OFF-PA-10000327,Xerox 1971,0,East,9946,06-03-2016,Standard Class,Pennsylvania,Paper,1.0272,1,3.424,37
Office Supplies,Burlington,United States,RM-19375,Raymond Messe,19-01-2019,US-127292-2019_01_19,,OFF-PA-10001970,Xerox 1881,0,East,9388,23-01-2019,Standard Class,Vermont,Paper,3.684,1,12.28,44
Office Supplies,Manchester,United States,TB-21625,Trudy Brown,28-05-2017,CA-149601-2017_05_28,06040,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,0,East,8387,03-06-2017,Standard Class,Connecticut,Storage,4.872,1,16.24,6
Office Supplies,Lawrence,United States,BF-11170,Ben Ferrer,14-12-2019,CA-151799-2019_12_14,01841,OFF-ST-10002790,Safco Industrial Shelving,0,East,7699,18-12-2019,Standard Class,Massachusetts,Storage,22.155,1,73.85,20
Office Supplies,New York City,United States,EM-14065,Erin Mull,13-11-2019,CA-133620-2019_11_13,10009,OFF-ST-10004634,"Personal Folder Holder, Ebony",0,East,8320,18-11-2019,Standard Class,New York,Storage,3.363,1,11.21,31
Office Supplies,New York City,United States,MT-17815,Meg Tillman,11-11-2019,CA-154137-2019_11_11,10009,OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,0,East,5117,17-11-2019,Standard Class,New York,Storage,10.644,1,35.48,31
Office Supplies,New York City,United States,BD-11770,Bryan Davis,11-11-2018,CA-124667-2018_11_11,10011,OFF-ST-10002276,Safco Steel Mobile File Cart,0,East,1781,16-11-2018,Standard Class,New York,Storage,25.008,1,83.36,31
Office Supplies,New York City,United States,PK-19075,Pete Kriz,14-12-2018,CA-129126-2018_12_14,10011,OFF-ST-10004507,Advantus Rolling Storage Box,0,East,6396,19-12-2018,Standard Class,New York,Storage,5.145,1,17.15,31
Office Supplies,New York City,United States,KL-16645,Ken Lonsdale,11-08-2016,CA-154641-2016_08_11,10035,OFF-ST-10004459,Tennsco Single-Tier Lockers,0,East,3230,16-08-2016,Standard Class,New York,Storage,112.602,1,375.34,31
Office Supplies,Philadelphia,United States,SB-20290,Sean Braxton,07-09-2016,CA-122882-2016_09_07,19134,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",0,East,1679,13-09-2016,Standard Class,Pennsylvania,Storage,19.4352,1,64.784,37
Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,18-11-2016,US-159926-2016_11_18,19140,OFF-ST-10003656,Safco Industrial Wire Shelving,0,East,3301,22-11-2016,Standard Class,Pennsylvania,Storage,23.0376,1,76.792,37
Office Supplies,Philadelphia,United States,MH-17290,Marc Harrigan,11-03-2019,US-141558-2019_03_11,19140,OFF-ST-10004946,Desktop 3-Pocket Hot File,0,East,7147,16-03-2019,Standard Class,Pennsylvania,Storage,12.984,1,43.28,37
Office Supplies,Philadelphia,United States,MC-17605,Matt Connell,28-04-2019,CA-160962-2019_04_28,19143,OFF-ST-10001325,Sterilite Officeware Hinged File Box,0,East,5455,02-05-2019,Standard Class,Pennsylvania,Storage,2.5152,1,8.384,37
Office Supplies,New York City,United States,CS-12490,Cindy Schnelling,18-04-2018,CA-144785-2018_04_18,10009,OFF-SU-10004290,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",0,East,9679,23-04-2018,Standard Class,New York,Supplies,2.052,1,6.84,31
Office Supplies,Bangor,United States,ML-17395,Marina Lichtenstein,04-08-2016,CA-134215-2016_08_04,04401,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,2,East,9157,08-08-2016,Standard Class,Maine,Appliances,30.588,2,101.96,18
